,Country,Indicator,Unit,Measure,year,Value
163,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,2009,23.526111111111113
164,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,2010,2.3386486486486486
165,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,2011,5.440000000000001
166,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,2012,40.199375
167,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,2013,-13.362941176470589
168,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2002,15.052857142857144
169,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2003,5.297027027027028
170,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2004,10.405135135135135
171,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2005,7.980810810810811
172,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2006,8.136666666666667
173,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2007,7.502432432432432
174,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2008,12.064285714285715
175,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2009,30.15888888888889
176,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2010,21.83216216216216
177,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2011,22.995
178,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2012,44.079375
179,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,2013,1.0699999999999996
180,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2002,6.76857142857143
181,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2003,39.339999999999996
182,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2004,18.24
183,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2005,22.08054054054054
184,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2006,18.00111111111111
185,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2007,40.696756756756756
186,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2008,14.222857142857142
187,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2009,11.256666666666668
188,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2010,-4.721111111111112
189,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2011,40.91837837837838
190,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2012,13.455625
191,World,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,2013,-38.89529411764706
192,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2002,11.651428571428571
193,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2003,9.162162162162161
194,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2004,14.854054054054055
195,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2005,19.63783783783784
196,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2006,18.580555555555556
197,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2007,17.154054054054054
198,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2008,17.939999999999998
199,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2009,24.169444444444444
200,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2010,19.13783783783784
201,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2011,17.33888888888889
202,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2012,32.265625
203,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,2013,29.276470588235295
204,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2002,-15.684285714285712
205,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2003,-4.47
206,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2004,8.705675675675677
207,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2005,-4.415945945945946
208,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2006,-8.050555555555555
209,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2007,28.31108108108108
210,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2008,20.27857142857143
211,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2009,28.832857142857144
212,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2010,62.035405405405406
213,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2011,51.78
214,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2012,45.17666666666666
215,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,2013,43.52333333333333
216,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2002,18.584285714285716
217,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2003,18.56783783783784
218,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2004,33.65972972972973
219,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2005,0.5354054054054055
220,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2006,2.791111111111111
221,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2007,25.197567567567567
222,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2008,8.952857142857143
223,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2009,26.36714285714286
224,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2010,37.313783783783784
225,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2011,17.18
226,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2012,55.914375
227,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,2013,-18.48764705882353
228,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2002,-2.2728571428571422
229,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2003,-2.4170270270270273
230,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2004,6.112702702702703
231,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2005,11.082972972972973
232,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2006,-3.081666666666667
233,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2007,1.5018918918918922
234,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2008,5.275714285714286
235,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2009,6.1738888888888885
236,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2010,15.245135135135133
237,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2011,3.1294444444444447
238,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2012,21.872500000000002
239,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,2013,2.333529411764706
240,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2002,4.047142857142856
241,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2003,11.80243243243243
242,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2004,-2.5137837837837838
243,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2005,-14.44081081081081
244,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2006,14.000555555555556
245,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2007,7.015945945945945
246,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2008,43.06142857142857
247,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2009,52.95285714285714
248,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2010,63.92675675675675
249,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2011,57.86722222222222
250,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2012,70.591875
251,World,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,2013,53.00529411764706
252,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2002,7.238571428571428
253,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2003,9.352162162162161
254,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2004,14.43054054054054
255,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2005,19.117027027027028
256,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2006,20.109444444444446
257,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2007,21.01162162162162
258,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2008,25.547142857142855
259,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2009,24.159444444444446
260,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2010,30.12513513513514
261,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2011,29.13444444444444
262,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2012,36.465
263,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,2013,57.61941176470588
264,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2002,6.584285714285714
265,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2003,11.13972972972973
266,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2004,12.234324324324325
267,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2005,18.131621621621623
268,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2006,19.32111111111111
269,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2007,19.18027027027027
270,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2008,23.215714285714284
271,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2009,28.25722222222222
272,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2010,29.553243243243244
273,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2011,26.493333333333332
274,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2012,37.64125
275,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,2013,35.93352941176471
276,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2002,7.351428571428571
277,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2003,10.049189189189189
278,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2004,12.632972972972974
279,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2005,17.21945945945946
280,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2006,18.11
281,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2007,18.192432432432433
282,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2008,22.068571428571428
283,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2009,26.426666666666666
284,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2010,27.316756756756757
285,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2011,25.04611111111111
286,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2012,36.975625
287,World,Change in mean sea level: Sea level: Jason.1,Millimeters,World,2013,34.91294117647059
288,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,2002,17.595714285714287
289,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,2003,15.410000000000002
290,World,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,2004,22.823513513513515
